,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,number_of_repeats
94180,861173003,861173,Tangerine,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Long, high-waisted skirt in a viscose weave with covered elastication at the waist and gathered seams creating tiers at the thighs and knees for added width. Unlined.",2
94181,861173004,861173,Tangerine,275,Skirt,Garment Lower body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Long, high-waisted skirt in a viscose weave with covered elastication at the waist and gathered seams creating tiers at the thighs and knees for added width. Unlined.",4
94195,861409002,861409,Morris sandalette,92,Heeled sandals,Shoes,1010016,Solid,23,Dark Yellow,4,Dark,8,Yellow,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Sandals in imitation suede with covered block heels, crossover foot straps and long straps that tie around the ankles. Imitation leather insoles. Heel 5.5 cm.",7
94196,861410002,861410,Baby shark top,298,Bikini top,Swimwear,1010016,Solid,61,Light Purple,3,Light,4,Pink,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with flounces. Adjustable shoulder straps, cups with removable inserts that shape the bust and provide good support, and a metal fastener at the back.",2
94197,861410003,861410,Baby shark top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with flounces. Adjustable shoulder straps, cups with removable inserts that shape the bust and provide good support, and a metal fastener at the back.",5
94198,861410004,861410,Baby shark top,298,Bikini top,Swimwear,1010001,All over pattern,61,Light Purple,3,Light,6,Lilac Purple,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with flounces. Adjustable shoulder straps, cups with removable inserts that shape the bust and provide good support, and a metal fastener at the back.",1
94199,861411002,861411,Baby shark highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,61,Light Purple,3,Light,4,Pink,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with flounces at the sides and a high cut at the back.",2
94200,861411003,861411,Baby shark highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with flounces at the sides and a high cut at the back.",1
94203,861431001,861431,Bae watch top,298,Bikini top,Swimwear,1010026,Other structure,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini top with short sleeves and cups with removable inserts that shape the bust and provide good support. Decorative tie detail at the front and narrow elastication at the hem.,2
94204,861431002,861431,Bae watch top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini top with short sleeves and cups with removable inserts that shape the bust and provide good support. Decorative tie detail at the front and narrow elastication at the hem.,2
94206,861442001,861442,Bahama drama bandeau,298,Bikini top,Swimwear,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Strapless, lined bandeau bikini top with a decorative ring at the front and padded cups that shape the bust and provide good support. Concealed silicone trim at the top, side support and a metal fastener at the back.",3
94207,861442003,861442,Bahama drama bandeau,298,Bikini top,Swimwear,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Strapless, lined bandeau bikini top with a decorative ring at the front and padded cups that shape the bust and provide good support. Concealed silicone trim at the top, side support and a metal fastener at the back.",2
94208,861443001,861443,Bahama drama highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a V-shaped waist, decorative ring at the front and medium coverage at the back.",8
94209,861443003,861443,Bahama drama highwaist,59,Swimwear bottom,Swimwear,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a V-shaped waist, decorative ring at the front and medium coverage at the back.",3
94210,861451002,861451,Lychee shorts,274,Shorts,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Shorts in a Tencel™ modal weave with a high waist, zip fly with a concealed hook-and-eye fastening and detachable belt with D-rings. Pleats at the front, side pockets and welt back pockets.",3
94213,861457001,861457,Cool Aria necklace,77,Necklace,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Short twisted metal chain necklace. Adjustable length 39-47 cm.,1
94214,861458001,861458,Juliette sandalette,92,Heeled sandals,Shoes,1010016,Solid,52,Pink,7,Medium,4,Pink,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with narrow straps and covered block heels. Imitation leather insoles.,4
94215,861458002,861458,Juliette sandalette,92,Heeled sandals,Shoes,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with narrow straps and covered block heels. Imitation leather insoles.,2
94219,861469001,861469,Fancy Gertrud L/S,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted top in stretch, ribbed viscose jersey with a deep neckline, decorative button band with sparkly stone buttons down the front and long sleeves.",8
94220,861469002,861469,Fancy Gertrud L/S,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted top in stretch, ribbed viscose jersey with a deep neckline, decorative button band with sparkly stone buttons down the front and long sleeves.",20
94221,861471001,861471,Marbs Swimsuit,57,Swimsuit,Swimwear,1010017,Stripe,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, patterned swimsuit with a deep V-neck and padded cups that shape the bust and provide good support. Adjustable shoulder straps and decorative crossover straps at the front and sides. Medium coverage at the back.",5
94222,861477001,861477,Clean Bandit Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined bandeau bikini top with side support and cups with removable inserts that shape the bust and provide good support. Narrow, double shoulder straps, and a drawstring front and back. No fasteners.",7
94223,861477003,861477,Clean Bandit Top,298,Bikini top,Swimwear,1010001,All over pattern,11,Off White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined bandeau bikini top with side support and cups with removable inserts that shape the bust and provide good support. Narrow, double shoulder straps, and a drawstring front and back. No fasteners.",7
94224,861478001,861478,Clean Bandit Highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a drawstring at the sides and a high cut at the back.",2
94225,861478002,861478,Clean Bandit Highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a drawstring at the sides and a high cut at the back.",6
94226,861478003,861478,Clean Bandit Highwaist,59,Swimwear bottom,Swimwear,1010001,All over pattern,11,Off White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a drawstring at the sides and a high cut at the back.",5
94228,861514001,861514,Island HW bermuda,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Wide, high-waisted, knee-length shorts in woven fabric containing some linen. Wide waistband with buttons at the waist, a safety button inside and belt loops. Zip fly, diagonal side pockets, welt back pockets and straight legs with pleats for added width.",8
94229,861514004,861514,Island HW bermuda,274,Shorts,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Wide, high-waisted, knee-length shorts in woven fabric containing some linen. Wide waistband with buttons at the waist, a safety button inside and belt loops. Zip fly, diagonal side pockets, welt back pockets and straight legs with pleats for added width.",4
94230,861519001,861519,Mary lou dress,259,Shirt,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Fitted shirt dress in a crisp cotton weave with a pointed collar and buttons down the front. Long, wide puff sleeves with wide, buttoned cuffs, and rounded sides. Slightly longer at the back. Unlined.",1
94233,861547001,861547,Lenora PQ ballerina,86,Ballerinas,Shoes,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ballet pumps in soft leather with blunt toes. Leather insoles.,1
94235,861558002,861558,Meringue,265,Dress,Garment Full body,1010007,Embroidery,10,White,3,Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in a cotton weave with broderie anglaise. Deep V-neck with ties, buttons down the front, short puff sleeves, a seam at the waist and a flared skirt. Lined in jersey made from recycled polyester.",12
94236,861558003,861558,Meringue,265,Dress,Garment Full body,1010007,Embroidery,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in a cotton weave with broderie anglaise. Deep V-neck with ties, buttons down the front, short puff sleeves, a seam at the waist and a flared skirt. Lined in jersey made from recycled polyester.",15
94238,861564001,861564,ED Felix trs,272,Trousers,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length trousers in a woven viscose blend. High waist with pleats at the front and covered elastication at the back, and a zip fly and button. Side pockets, fake back pockets with a button, and tapered legs with creases.",1
94239,861564002,861564,ED Felix trs,272,Trousers,Garment Lower body,1010016,Solid,22,Yellow,2,Medium Dusty,8,Yellow,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length trousers in a woven viscose blend. High waist with pleats at the front and covered elastication at the back, and a zip fly and button. Side pockets, fake back pockets with a button, and tapered legs with creases.",2
94240,861565001,861565,DIV+ Kim HW satin pull on trs,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Ankle-length trousers in satin crêpe with a high, elasticated, drawstring waist, side pockets, flap leg pockets and elasticated hems.",3
94247,861583001,861583,Culotte HW Ankle,272,Trousers,Garment Lower body,1010023,Denim,10,White,3,Light,9,White,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket, ankle-length jeans in stretch denim with a high waist, zip fly and button and wide legs. The cotton content of the jeans is partly recycled.",5
94248,861583002,861583,Culotte HW Ankle,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket, ankle-length jeans in stretch denim with a high waist, zip fly and button and wide legs. The cotton content of the jeans is partly recycled.",1
94249,861583008,861583,Culotte HW Ankle,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,1,Dusty Light,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket, ankle-length jeans in stretch denim with a high waist, zip fly and button and wide legs. The cotton content of the jeans is partly recycled.",1
94253,861600001,861600,Henri,275,Skirt,Garment Lower body,1010001,All over pattern,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length, A-line skirt in a linen and viscose weave. High waist with covered elastication and a frill trim, and buttons down the front. Unlined.",4
94255,861600003,861600,Henri,275,Skirt,Garment Lower body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length, A-line skirt in a linen and viscose weave. High waist with covered elastication and a frill trim, and buttons down the front. Unlined.",8
94258,861608001,861608,Agneta Playsuit,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short-sleeved playsuit in soft, textured jersey with a wrapover front and detachable tie belt at the waist.",9
94259,861608002,861608,Agneta Playsuit,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short-sleeved playsuit in soft, textured jersey with a wrapover front and detachable tie belt at the waist.",3
94260,861608003,861608,Agneta Playsuit,272,Trousers,Garment Lower body,1010026,Other structure,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short-sleeved playsuit in soft, textured jersey with a wrapover front and detachable tie belt at the waist.",9
94264,861620001,861620,Courtney,275,Skirt,Garment Lower body,1010016,Solid,51,Light Pink,3,Light,4,Pink,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length skirt in airy, crinkled voile made from a Tencel™ lyocell blend. High, elasticated waist with a small frill trim. Lined in woven fabric made from recycled polyester.",6
94265,861621001,861621,Flirty Roslyne necklace,77,Necklace,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Three-strand necklace of thin metal chains with different-shaped pendants. Adjustable length 38-46 cm.,5
94266,861621002,861621,Flirty Roslyne necklace,77,Necklace,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Three-strand necklace of thin metal chains with different-shaped pendants. Adjustable length 38-46 cm.,1
94277,861682001,861682,Kelpi,262,Jacket,Garment Upper body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Wide, straight-cut coat in twill made from a viscose blend with a soft brushed finish. Notch lapels, shoulder tabs with a decorative button, dropped shoulders and long, wide sleeves with a tab and button. Detachable tie belt at the waist, pockets in the side seams, and a single back vent. Unlined.",1
94279,861685001,861685,Flirty Sidney hoop,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hoop earrings with a textured finish. The zinc content of the earrings is recycled.,3
94290,861712001,861712,HS Peplum short,265,Dress,Garment Full body,1010007,Embroidery,10,White,3,Light,-1,Unknown,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Calf-length, A-line dress in crisp, organic cotton poplin with a V-shaped opening at the top and stand-up collar with narrow ties. Short, voluminous, embroidered raglan puff sleeves with covered elastication and a frill trim. Discreet pockets in the side seams and a visible seam down the front and back. Unlined.",1
94292,861731001,861731,Riggy maxi,265,Dress,Garment Full body,1010021,Lace,72,Blue,1,Dusty Light,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Maxi dress in lace and jersey with cap sleeves and a boat-necked bodice in lace. Concealed zip in one side with a hook-and-eye fastener at the top, an inset hem-stitched band at the waist and a skirt in heavily draping jersey with a sheen. Unlined apart from the lower section of the bodice which has a jersey lining.",3
94293,861731002,861731,Riggy maxi,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Maxi dress in lace and jersey with cap sleeves and a boat-necked bodice in lace. Concealed zip in one side with a hook-and-eye fastener at the top, an inset hem-stitched band at the waist and a skirt in heavily draping jersey with a sheen. Unlined apart from the lower section of the bodice which has a jersey lining.",10
94298,861737006,861737,Knowles Tech Shorts.,274,Shorts,Garment Lower body,1010016,Solid,82,Turquoise,3,Light,7,Turquoise,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,"Sports shorts in heavy jersey made from a cotton blend with taped details. Elasticated waist, a slightly lower crotch with a ventilating mesh section, and zipped side pockets.",2
94299,861740001,861740,Bentley dress,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short, sleeveless dress in jersey crêpe with a boat neck, side panels, a concealed zip at the back and a seam at the waist with a decorative belt and shiny buttons.",3
94300,861765001,861765,Essex blouse,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in an airy crêpe weave with a flounce-trimmed V-neck, flutter sleeves, buttons down the front, a yoke at the back and gently rounded hem.",3
94301,861765003,861765,Essex blouse,258,Blouse,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in an airy crêpe weave with a flounce-trimmed V-neck, flutter sleeves, buttons down the front, a yoke at the back and gently rounded hem.",1
94302,861767001,861767,Pluto tencel,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave made from a Tencel™ lyocell blend. Regular waist with concealed elastication and a zip fly with concealed hook-and-eye fasteners. Side pockets, fake welt back pockets and tapered legs with creases.",20
94303,861767002,861767,Pluto tencel,272,Trousers,Garment Lower body,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave made from a Tencel™ lyocell blend. Regular waist with concealed elastication and a zip fly with concealed hook-and-eye fasteners. Side pockets, fake welt back pockets and tapered legs with creases.",14
94306,861778001,861778,Miley seamless bralette,254,Top,Garment Upper body,1010013,Other pattern,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bralette in fast-drying functional fabric. Wide shoulder straps, lined cups with removable inserts that shape the bust, and a racer back. Medium support. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility.",1
94307,861803001,861803,Sunspot Seamless Crop Top,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Short, fitted sports top with a racer back and elasticated hem. The sports top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",10
94309,861803009,861803,Sunspot Seamless Crop Top,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Short, fitted sports top with a racer back and elasticated hem. The sports top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",9
94310,861803014,861803,Sunspot Seamless Crop Top,254,Top,Garment Upper body,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Short, fitted sports top with a racer back and elasticated hem. The sports top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",3
94321,861847004,861847,Fiona,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in an airy viscose weave with a square neckline and smocked bodice. Long puff sleeves with elastication over the shoulders and smocking at the cuffs, and a flared skirt. Unlined.",4
94322,861847005,861847,Fiona,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in an airy viscose weave with a square neckline and smocked bodice. Long puff sleeves with elastication over the shoulders and smocking at the cuffs, and a flared skirt. Unlined.",4
94323,861847006,861847,Fiona,265,Dress,Garment Full body,1010001,All over pattern,17,Yellowish Brown,2,Medium Dusty,13,Brown,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in an airy viscose weave with a square neckline and smocked bodice. Long puff sleeves with elastication over the shoulders and smocking at the cuffs, and a flared skirt. Unlined.",1
94324,861848001,861848,Vanilla,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a cotton crêpe weave with a square neckline and buttons down the front. Short puff sleeves with elastication over the shoulders and around the hems, a seam and detachable tie belt at the waist, and an A-line skirt. Unlined.",5
94325,861848002,861848,Vanilla,265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a cotton crêpe weave with a square neckline and buttons down the front. Short puff sleeves with elastication over the shoulders and around the hems, a seam and detachable tie belt at the waist, and an A-line skirt. Unlined.",5
94326,861848004,861848,Vanilla,265,Dress,Garment Full body,1010016,Solid,33,Dark Orange,5,Bright,18,Red,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a cotton crêpe weave with a square neckline and buttons down the front. Short puff sleeves with elastication over the shoulders and around the hems, a seam and detachable tie belt at the waist, and an A-line skirt. Unlined.",1
94327,861850001,861850,Lawrence Shaftless Sock 5-p,302,Socks,Socks & Tights,1010016,Solid,10,White,3,Light,9,White,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet.,2
94328,861850002,861850,Lawrence Shaftless Sock 5-p,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet.,3
94329,861850003,861850,Lawrence Shaftless Sock 5-p,302,Socks,Socks & Tights,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet.,1
94341,862054001,862054,Elevation Zip LS,254,Top,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Cropped track jacket in fast-drying functional fabric with flatlock seams. Stand-up collar and a zip down the front with a rubber tab for a good grip. Long raglan sleeves and concealed elastication at the hem. The polyester content of the jacket is partly recycled.,2
94342,862063001,862063,Cancun frill top,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Cropped sports vest top in jersey with a racer back and a seam with a wide flounce at the hem.,2
94346,862069003,862069,ED Sweet dress,265,Dress,Garment Full body,1010001,All over pattern,92,Green,2,Medium Dusty,19,Green,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Calf-length dress in softly draping viscose jersey with a V-neck front and back, elastication over the shoulders and short, wide sleeves. Seam under the bust and a flared skirt. Unlined.",1
94348,862103001,862103,Austin Tech Hood,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,"Sports jacket in jersey with a zip down the front and a lined hood with elastic drawstrings. Long sleeves with elastication at the cuffs, zipped chest pockets with taped details and welt side pockets. Elastication at the back of the hem. The polyester content of the jacket is partly recycled.",2
94350,862104001,862104,Jay Tech Slim Jogger,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,"Sports joggers in jersey made from a cotton blend with taped details. Elasticated waist, a slightly lower crotch with a ventilating mesh section, and zipped side pockets for safe storage of small items.",4
94353,862104018,862104,Jay tech pant,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,"Sports joggers in jersey made from a cotton blend with taped details. Elasticated waist, a slightly lower crotch with a ventilating mesh section, and zipped side pockets for safe storage of small items.",2
94359,862105009,862105,Oliver Tech Hoodie,308,Hoodie,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,-1,Unknown,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,"Track jacket in heavy jersey with a zip down the front and a mesh-lined hood with an elastic drawstring and plastic cord stopper. Chest pocket with a concealed zip, discreet side pockets, ribbing at the cuffs, and narrow elastication at the back of the hem. Slightly longer and rounded at the back.",1
94363,862106001,862106,Frank Slim Tech Jogger,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,"Sports joggers in heavy jersey with taped details. Elasticated, drawstring waist and zipped side pockets. Tapered legs with shaping seams at the knees for added mobility and wide ribbing at the hems. The polyester content of the joggers is recycled.",3
